JongName,CurJuka,DungRak,Debi,PrevJuka,Volume,Money,StartJuka,HighJuka,LowJuka,High52,Low52,UpJuka,DownJuka,Per,Amount,FaceJuka
신일제약,"28,300",5,"1,050","29,350","637,175","18,260,798,650","29,400","29,450","28,200","58,100","4,500","38,150","20,550",40.96,"10,902,000",500
신진에스엠,"5,450",5,10,"5,460","18,930","102,680,200","5,560","5,560","5,400","5,870","3,010","7,090","3,830",19.82,"8,972,183",500
신풍제약보통주,"76,900",2,"1,300","75,600","1,754,508","133,910,406,800","77,000","77,600","75,300","123,000","5,380","98,200","53,000",2197.14,"52,984,990",500
신한금융지주회사보통주,"32,850",2,"2,000","30,850","5,015,110","160,861,010,150","31,300","32,850","31,200","45,800","22,200","40,100","21,600",4.69,"477,396,835","5,000"
신화인터텍,"2,865",5,25,"2,890","472,571","1,371,243,590","3,000","3,005","2,855","5,550","1,395","3,755","2,025",8.76,"29,135,091",500
신화콘텍,"2,575",5,10,"2,585","24,195","62,362,840","2,580","2,610","2,540","3,165","1,610","3,360","1,810",-9.68,"10,143,845",500
싸이맥스,"14,400",2,100,"14,300","370,129","5,271,822,050","14,400","14,550","14,050","14,950","5,240","18,550","10,050",46.15,"10,924,243",500
싸이토젠,"11,850",2,400,"11,450","83,541","975,380,000","11,350","11,850","11,350","14,100","6,980","14,850","8,050",-16.12,"5,633,864",500
쌍용양회공업보통주,"5,600",2,130,"5,470","4,006,893","22,313,489,110","5,540","5,640","5,480","6,270","4,055","7,110","3,830",21.62,"503,859,595","1,000"
써니전자보통주,"3,535",2,5,"3,530","1,001,484","3,539,001,480","3,510","3,595","3,500","6,180","2,180","4,585","2,475",176.75,"34,845,011",500
쎄미시스코,"8,860",5,190,"9,050","154,491","1,400,821,640","9,310","9,400","8,830","10,750","3,425","11,750","6,340",-7.6,"5,637,679",500
쎄트렉아이,"31,550",2,"2,200","29,350","455,074","13,735,374,350","29,650","31,600","29,200","29,350","12,650","38,150","20,550",31.8,"7,268,487",500
쎌마테라퓨틱스보통주,"8,100",5,320,"8,420","351,942","2,901,644,610","8,450","8,450","8,100","9,800","3,965","10,900","5,900",-2.01,"11,276,903",500
쎌바이오텍,"16,900",5,300,"17,200","67,304","1,140,878,900","17,100","17,200","16,700","21,200","10,050","22,350","12,050",17.32,"9,400,000",500
쏠리드,"11,150",2,"1,000","10,150","38,930,975","441,079,640,850","10,250","12,300","9,980","10,150","4,110","13,150","7,150",92.15,"52,185,175",500
씨씨에스충북방송,846,,0,846,0,0,0,0,0,846,423,"999,999,999","-99,999,999",-211.5,"45,976,167",500
씨알푸드,"14,800",,0,"14,800",0,0,0,0,0,"20,300","11,950","17,000","12,600",,"1,980,000",500
씨앤지하이테크,"9,420",5,20,"9,440","94,700","895,064,010","9,520","9,560","9,400","10,400","4,515","12,250","6,610",6.58,"8,405,480",500
씨에스베어링,"23,100",5,550,"23,650","580,118","13,847,747,750","23,450","24,800","22,950","25,400","3,345","30,700","16,600",30.8,"9,461,400",500
씨에스윈드보통주,"81,800",2,500,"81,300","596,832","50,118,550,500","81,200","88,100","80,800","83,600","19,700","105,500","57,000",39.69,"17,285,715",500
씨엠에스에듀,"5,630",2,100,"5,530","149,674","836,845,410","5,540","5,670","5,500","5,900","3,400","7,180","3,880",17.06,"18,634,628",500
씨유메디칼시스템,"3,070",5,5,"3,075","1,236,624","3,816,707,290","3,080","3,150","3,035","3,420","1,120","3,995","2,155",-17.15,"23,180,660",500
주식회사 씨이랩,"33,950",2,950,"33,000",12,"411,900","37,950","37,950","33,950","33,000","8,900","37,950","28,050",0,"2,287,142",500
씨케이에이치푸드앤헬스리미티드,220,2,8,212,"229,051","49,503,501",213,221,213,371,145,275,149,0,"110,404,457",0
씨큐브,"7,940",5,60,"8,000","76,292","603,874,460","8,040","8,040","7,800","9,950","5,200","10,400","5,600",12.05,"10,138,184",500
씨티씨바이오,"9,290",2,150,"9,140","317,960","2,942,689,340","9,150","9,370","9,050","11,000","3,680","11,850","6,400",-12.87,"20,935,612",500
씨티케이코스메틱스,"14,850",2,800,"14,050","52,548","766,367,550","14,150","15,050","13,700","18,950","8,850","18,250","9,850",18.63,"10,122,151",500
아가방앤컴퍼니,"2,910",2,35,"2,875","246,685","716,199,620","2,850","2,980","2,850","5,250","1,720","3,735","2,015",-6.05,"32,887,536",500
아나패스,"21,750",5,100,"21,850","50,831","1,101,065,400","22,000","22,250","21,450","32,900","9,280","28,400","15,300",-9.66,"10,127,700",500
아리온테크놀로지,275,,0,275,0,0,0,0,0,"2,005",275,357,193,-1.34,"38,974,244",500
아모레퍼시픽 보통주,"174,000",2,"6,000","168,000","689,348","119,722,633,000","167,500","176,000","167,500","236,500","120,500","218,000","118,000",50.04,"58,458,490",500
아미노로직스,"2,475",5,25,"2,500","1,267,605","3,157,280,920","2,500","2,535","2,460","2,805","1,090","3,250","1,750",-176.79,"87,826,844",100
아미코젠,"40,750",2,"1,750","39,000","587,024","23,304,106,500","38,800","40,850","38,350","40,400","11,750","50,700","27,300",8150,"19,207,010",500
아바코,"7,650",5,110,"7,760","115,549","885,729,090","7,800","7,800","7,590","8,550","3,705","10,050","5,440",5.61,"15,996,505",500
아바텍,"8,580",2,10,"8,570","11,022","94,578,420","8,620","8,650","8,540","8,570","4,800","11,100","6,000",17.19,"15,607,500",500
아세아제지보통주,"29,000",2,100,"28,900","80,628","2,347,672,200","28,850","29,300","28,850","36,600","20,600","37,550","20,250",4.23,"8,956,502","5,000"
아스트,"4,230",2,165,"4,065","461,319","1,935,621,225","4,150","4,265","4,120","9,980","2,740","5,280","2,850",-235,"25,679,652",500
아시아나IDT보통주,"22,600",2,900,"21,700","3,681,078","85,746,079,950","21,900","25,200","21,450","30,550","7,440","28,200","15,200",-31.17,"11,100,000",500
농업회사법인 아시아종묘,"5,570",5,60,"5,630","637,109","3,527,813,520","5,580","5,630","5,450","7,750","2,310","7,310","3,950",-12.43,"9,530,732",500
아이디스,"39,600",5,400,"40,000","92,535","3,637,565,450","40,000","40,000","38,950","41,600","11,200","52,000","28,000",214.05,"10,716,390",500
아이디스홀딩스,"15,200",5,500,"15,700","17,515","274,787,050","15,650","15,900","15,200","15,700","7,620","20,400","11,000",-12.64,"10,347,756",500
아이센스,"28,000",2,300,"27,700","119,514","3,359,922,750","27,450","28,400","27,450","29,500","16,700","36,000","19,400",16.25,"13,737,238",500
아이스크림에듀,"7,990",2,30,"7,960","85,700","682,909,450","7,900","8,040","7,900","13,300","6,160","10,300","5,580",19.16,"12,864,037",500
아이쓰리시스템,"25,950",2,"1,850","24,100","644,208","16,161,887,350","24,100","25,950","23,800","29,200","12,650","31,300","16,900",998.08,"7,106,760",500
아이씨디,"15,950",2,550,"15,400","834,099","13,041,774,550","15,600","16,000","15,250","19,650","10,200","20,000","10,800",22.75,"17,802,695",500
아이씨케이,"4,700",2,115,"4,585","383,230","1,792,572,480","4,530","4,800","4,530","4,845",950,"5,960","3,210",0,"31,179,722",200
아이앤씨테크놀로지,"4,565",5,25,"4,590","160,686","737,131,235","4,590","4,665","4,550","5,770","2,275","5,960","3,215",13.47,"17,614,304",500
아이에스동서보통주,"45,700",2,300,"45,400","125,901","5,735,104,200","45,250","46,450","44,500","48,400","16,250","59,000","31,800",21.35,"30,892,606",500
아이에스이커머스,"3,840",2,15,"3,825","1,589","6,059,850","3,825","3,850","3,790","4,920","3,505","4,970","2,680",-5.92,"25,826,362",500
아이에이,435,5,3,438,"1,203,030","523,410,452",438,441,433,592,271,569,307,62.14,"241,417,281",100
아이에이네트웍스,"2,085",5,105,"2,190","1,424,837","2,963,091,700","2,190","2,190","2,035","14,200","1,080","2,845","1,535",-7.12,"40,245,144",100
IHQ보통주,"1,420",5,20,"1,440","553,312","791,183,950","1,435","1,450","1,410","2,005",970,"1,870","1,010",-3.08,"146,235,748",500
아이엠,824,2,4,820,"304,052","249,505,686",813,827,813,"1,255",513,"1,065",574,-1.63,"42,223,170",500
아이엠이연이,"3,175",5,75,"3,250","460,486","1,484,035,450","3,305","3,340","3,165","8,200","3,250","4,225","2,275",6.24,"18,898,551",500
아이엠텍,214,,0,214,0,0,0,0,0,"1,470",214,278,150,-2.1,"43,543,747",500
아이오케이컴퍼니,"1,880",5,5,"1,885","1,263,145","2,397,329,715","1,885","1,960","1,840","2,610",834,"2,450","1,320",-9.08,"50,750,542",500
아이원스,"8,540",5,210,"8,750","170,561","1,466,221,880","8,700","8,840","8,430","8,750","3,500","11,350","6,130",-34.57,"13,415,919",500
아이진,"15,400",2,400,"15,000","489,875","7,355,842,100","14,750","15,600","14,250","16,600","4,320","19,500","10,500",-19.59,"11,488,555",500
아이컴포넌트,"3,790",2,35,"3,755","13,166","49,627,790","3,755","3,805","3,755","6,560","2,445","4,880","2,630",-21.29,"7,070,860",500
아이큐어,"49,250",5,950,"50,200","251,454","12,452,244,550","49,350","50,800","48,550","63,900","15,600","65,200","35,200",-35.48,"7,404,315",500
아이크래프트,"3,870",5,180,"4,050","290,864","1,145,794,760","4,055","4,075","3,855","5,150","1,650","5,260","2,835",-227.65,"14,607,936",500
아이텍,"6,250",5,70,"6,320","65,334","408,688,400","6,230","6,350","6,170","8,840","3,670","8,210","4,430",-5.64,"11,054,582",500
아이톡시,"4,460",,0,"4,460",0,0,0,0,0,"4,460",805,"999,999,999","-99,999,999",-6.1,"7,291,079",500
아이티센,"6,170",5,80,"6,250","264,516","1,634,246,330","6,270","6,350","6,130","7,400","3,280","8,120","4,380",293.81,"19,907,333",500
아이티엠반도체,"64,000",2,"2,000","62,000","248,540","15,825,641,400","62,400","64,400","62,200","72,000","24,650","80,600","43,400",28.83,"22,855,623",500
